#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
m4screw;Screwin' Around (Global) (MPU4, v0.8);mame;;199?;Global;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;7;;;;
cscrtry;Scrum Try (DECO Cassette) (US) (set 1);mame;;1984;Data East Corporation;Sports / Rugby Football;2;270;joystick (8-way),joystick (analog),joystick (8-way),joystick (analog);good;1;raster;decocass;;2P alt;2;;;;
scudhamm;Scud Hammer (ver 1.4);mame;;1994;Jaleco;Whac-A-Mole / Hammer;1;270;dial;imperfect;1;raster;;;1P;4;;;;
scud;Scud Race / Sega Super GT - Twin/DX;mame;;1996;Sega;Driving / Race (chase view);1;0;paddle,pedal;preliminary;1;raster;;;1P;8;;;;
scxsp;scxsp;mame;;;;Electromechanical / Racing;;;;;;;;;;;;;;
sdfight;SD Fighters (Korea);mame;;1996;SemiCom / Tirano;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;3;;;;
neobattl;SD Gundam Neo Battling (Japan);mame;;1992;Banpresto;Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;1;;;;
sdgndmps;SD Gundam Psycho Salamander no Kyoui;mame;;1991;Banpresto / Bandai;Shooter / Walking;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;2;;;;
grainbow;SD Gundam Sangokushi Rainbow Tairiku Senki (Japan);mame;;1993;Banpresto;Platform / Shooter Scrolling;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;3;;;;
sd132;SD-1 (32 voice);mame;;1991;Ensoniq;Musical Instrument / Synthesizer;1;;paddle,keypad;imperfect;0;;;;Non-arcade;66;;;;
sdi;SDI - Strategic Defense Initiative (Japan, newer, System 16A, FD1089B 317-0027);mame;;1987;Sega;Shooter / Command;2;0;joystick (8-way),trackball,joystick (8-way),trackball;good;1;raster;;;2P sim;1;;;;
sdk80;SDK-80;mame;;1975;Intel;Computer / Construction Kit;1;0;keyboard;good;1;raster;;;Non-arcade;73;;;;
se440bx2;se440bx2;mame;;;;Computer / Business - Terminal;;;;;;;;;;;;;;
seabass;Sea Bass Fishing (JUET 971110 V0.001);mame;;1997;A wave inc. (Able license);Sports / Fishing;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;stvbios;;1P;4;;;;
seabattl;Sea Battle;mame;;1980;Zaccaria;Shooter / Gallery;1;0;joystick (analog);preliminary;1;raster;;;1P;2;;;;
seadevil;Sea Devil;mame;;2000;Z Games;Slot Machine / Video Slot;1;0;gambling;preliminary;1;raster;;;1P;11;;;;
sfposeid;Sea Fighter Poseidon;mame;;1984;Taito Corporation;Shooter / Misc. Horizontal;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P alt;2;;;;
shpeng;Sea Hunter Penguin;mame;;1995;WSAC Systems?;Platform / Run Jump;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;1P;3;;;;
seawolf;Sea Wolf (set 1);mame;;1976;Dave Nutting Associates / Midway;Shooter / Gallery;1;0;positional;imperfect;1;raster;;;1P;1;;;;
seawolf2;Sea Wolf II;mame;;1978;Dave Nutting Associates / Midway;Shooter / Gallery;2;0;positional,positional;imperfect;1;raster;;;2P sim;1;;;;
seawld;Sea World (Version 1.6E Dual);mame;;2005;Amcoe;Slot Machine / Video Slot;1;0;gambling;good;1;raster;;;1P;9;;;;
lexiseal;Seal 50-in-1;mame;;200?;Lexibook / Sit Up Limited / JungleTac;Handheld / Home Videogame Console;1;0;joystick (8-way);imperfect;1;raster;;;Non-arcade;5;;;;
sealdeal;Seal The Deal - Jackpot Carnival (0251029, US);mame;;2002;Aristocrat;Slot Machine / Video Slot;0;0;;preliminary;1;raster;aristmk6;;???;;;;;
searchey;Search Eye (English / Korean / Japanese / Italian);mame;;1999;Yun Sung;Puzzle / Misc.;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;2;;;;
searchp2;Search Eye Plus V2.0;mame;;1999;Yun Sung;Puzzle / Misc.;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;2;;;;
m1search;Search Light (Maygay) (M1A/B) (set 1);mame;;199?;Maygay;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;6;;;;
seawitch;Seawitch;mame;;1980;Stern;Electromechanical / Pinball;1;;keypad;preliminary;0;;;;Pinball;38;;;;
seawolfnm;seawolfnm;mame;;;;Redemption Game / Shooter;;;;;;;;;;;;;;
secondch;Second Chance;mame;;1985;SMS Manufacturing Corp.;Gambling / Cards;1;0;only_buttons;good;1;raster;;;1P;10;;;;
secolove;Second Love (Japan 861201);mame;;1986;Nichibutsu;Tabletop / Mahjong * Mature *;2;0;mahjong,mahjong;good;1;raster;;;1P;26;;;;
m5sec7;Secret 7s (Bwb) (MPU5) (set 1);mame;;199?;Bwb;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
ep_secag;Secret Agent (Maygay) (EPOCH) (1.5, set 1);mame;;2002;Maygay;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
m4sctagt;Secret Agent (Nova) (German) (MPU4) (GSE 3.0);mame;;199?;Nova;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;7;;;;
secretag;Secret Agent (World, revision 3);mame;;1989;Data East Corporation;Platform / Shooter Scrolling;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;2P alt;2;;;;
ec_secrt;Secret Castle (v1) (Electrocoin);mame;;19??;Electrocoin;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;6;;;;
ssvc_a26;Secret Service (2.6);mame;;1988;Data East;Electromechanical / Pinball;1;;keypad;preliminary;0;;;;Pinball;51;;;;
sc4s16;Section 16 (Mazooma) (Scorpion 4) (set 1);mame;;200?;Mazooma;Electromechanical / Reels;1;;mahjong,hanafuda;preliminary;0;;;;???;30;;;;
sectionz;Section Z (US);mame;;1985;Capcom;Shooter / Flying;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P alt;2;;;;
ssfindo;See See Find Out;mame;;1999;Icarus;Puzzle / Match;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;2P sim;1;;;;
basschal;Sega Bass Fishing Challenge Version A;mame;;2009;Sega;Sports / Fishing;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;awbios;;4P alt;6;;;;
bassdx;Sega Bass Fishing Deluxe;mame;;1997;Sega;Sports / Fishing;1;0;joystick (analog),paddle,pedal;preliminary;1;raster;;;???;2;;;;
segacd;Sega CD (USA, NTSC);mame;;1992;Sega;Game Console / Home Videogame;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;Non-arcade;3;;;;
segacd2;Sega CD 2 (USA, NTSC);mame;;1993;Sega;Game Console / Home Videogame;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;Non-arcade;3;;;;
32x_scd;Sega CD with 32X (USA, NTSC);mame;;1994;Sega;Game Console / Home Videogame;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;Non-arcade;3;;;;
claychal;Sega Clay Challenge;mame;;2008;Sega;Shooter / Gun;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;awbios;;6P alt / 2P sim;6;;;;
scg06nt;Sega Club Golf 2006 Next Tours (Rev A) (GDX-0018A);mame;;2005;Sega;Sports / Golf;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;chihiro;;1P;6;;;;
scg05nt;Sega Golf Club Network Pro Tour 2005 (Rev C) (GDX-0010C);mame;;2004;Sega;Sports / Golf;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;chihiro;;???;6;;;;
smarinef;Sega Marine Fishing;mame;;2000;Sega;Sports / Fishing;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi;;1P;6;;;;
netmerc;Sega NetMerc;mame;;1993;Sega;Shooter / Driving 1st Person;1;0;joystick (analog);preliminary;2;lcd;;;???;3;;;;
mj2;Sega Network Taisen Mahjong MJ 2 (Rev G) (GDX-0006G);mame;;2005;Sega;Tabletop / Mahjong;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;chihiro;;???;6;;;;
mj3;Sega Network Taisen Mahjong MJ 3 (Rev F) (GDX-0017F);mame;;2006;Sega;Tabletop / Mahjong;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;chihiro;;???;6;;;;
mj3evo;Sega Network Taisen Mahjong MJ 3 Evolution (Rev B) (GDX-0021B);mame;;2007;Sega;Tabletop / Mahjong;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;chihiro;;???;6;;;;
mj3evoup;Sega Network Taisen Mahjong MJ 3 Evolution Firmware Update (GDX-0023);mame;;2006;Sega;Tabletop / Mahjong;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;chihiro;;???;6;;;;
mj3up;Sega Network Taisen Mahjong MJ 3 Firmware Update (GDX-0019);mame;;2005;Sega;Tabletop / Mahjong;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;chihiro;;1P;6;;;;
seganinj;Sega Ninja (315-5102);mame;;1985;Sega;Shooter / Walking;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P alt;3;;;;
segartv;Sega Race-TV (Export);mame;;2007;Sega;Driving / Race (chase view);1;0;;preliminary;1;raster;lindbios;;1P;;;;;
srally2;Sega Rally 2: Sega Rally Championship;mame;;1998;Sega;Driving / Race (chase view);1;0;paddle,pedal;preliminary;1;raster;;;1P;8;;;;
srallyc;Sega Rally Championship - Twin/DX (Revision C);mame;;1995;Sega;Driving / Race (chase view);1;0;paddle,pedal;preliminary;1;raster;;;1P;6;;;;
skisuprg;Sega Ski Super G;mame;;1996;Sega;Sports / Skiing;1;0;joystick (2-way),joystick (analog);preliminary;1;raster;;;???;5;;;;
sstrkfgt;Sega Strike Fighter (Rev A);mame;;2000;Sega;Shooter / Flying 1st Person;1;0;joystick (analog);preliminary;1;raster;naomi;;1P;4;;;;
sgtetris;Sega Tetris;mame;;1999;Sega;Puzzle / Drop;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi;;2P sim;6;;;;
stcc;Sega Touring Car Championship (newer);mame;;1996;Sega;Driving / Race (chase view);1;0;paddle,pedal;preliminary;1;raster;;;1P;4;;;;
segawski;Sega Water Ski (Japan, Revision A);mame;;1997;Sega;Sports / Skiing;1;0;joystick (analog);preliminary;1;raster;;;1P;5;;;;
mj1;Sega Yonin Uchi Mahjong MJ Network Taisen Ver. (Update Disc Ver.3.000, Japan) (CDP-10002F);mame;;2003;Sega;Tabletop / Mahjong;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomigd;;???;6;;;;
segaptdx;segaptdx;mame;;;;Handheld / Plug n' Play TV Game;;;;;;;;;;;;;;
ssonicbr;SegaSonic Bros. (prototype, hack);mame;;1992;hack;Puzzle / Drop;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;1;;;;
sonicfgt;SegaSonic Cosmo Fighter (World);mame;;1993;Sega;Shooter / Flying Vertical;1;0;joystick (2-way);good;1;raster;;;1P;3;;;;
sonicpop;SegaSonic Popcorn Shop (Rev B);mame;;1993;Sega;Electromechanical / Misc.;1;0;only_buttons;preliminary;1;raster;;;1P;11;;;;
sonic;SegaSonic The Hedgehog (Japan, rev. C);mame;;1992;Sega;Platform / Run, Jump & Scrolling;3;0;trackball,trackball,trackball;imperfect;1;raster;;;3P sim;1;;;;
cupsoc;Seibu Cup Soccer (set 1);mame;;1992;Seibu Kaihatsu;Sports / Soccer;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;;;4P sim;3;;;;
seicross;Seicross (set 1);mame;;1984;Nichibutsu / Alice;Shooter / Driving Horizontal;2;90;joystick (8-way),joystick (8-way);good;1;raster;;;2P alt;1;;;;
seiha;Seiha (Japan 870725);mame;;1987;Nichibutsu;Tabletop / Mahjong * Mature *;2;0;mahjong,mahjong;good;1;raster;;;1P;26;;;;
cultname;Seimei-Kantei-Meimei-Ki Cult Name;mame;;1996;I'Max;Quiz / Questions in Japanese;1;0;mahjong;preliminary;1;raster;macsbios;;???;26;;;;
squizchs;Seishun-Quiz Colorful High School (CHS1 Ver.A);mame;;2003;Namco;Quiz / Questions in Japanese;2;0;only_buttons,only_buttons;imperfect;1;raster;;;2P sim;4;;;;
sekaikh;Sekai Kaseki Hakken (Japan, SKH1 Ver.B);mame;;2004;Namco;Medal Game / Compilation;1;0;only_buttons;preliminary;1;raster;;;???;10;;;;
selfeena;Sel Feena;mame;;1991;East Technology;Maze / Collect;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;3;;;;
selz80;SEL Z80 Trainer;mame;;1985;SEL;Computer / Training Board;1;;keyboard;good;0;;;;Non-arcade;32;;;;
seljan;Sel-Jan (Japan);mame;;1983;Jem / Dyna Corp;Tabletop / Mahjong;2;0;mahjong,gambling,mahjong;good;1;raster;;;1P;26;;;;
m4select;Select (Union) (MPU4);mame;;199?;Union;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;7;;;;
gs4002;Selection (Version 40.02TMB, set 1);mame;;1982;Greyhound Electronics;Gambling / Multiplay;1;0;only_buttons;imperfect;1;raster;;;1P;9;;;;
senknow;Sen-Know (Japan);mame;;1999;Kaneko / Kouyousha;Puzzle / Drop;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;skns;;2P sim;3;;;;
sengekis;Sengeki Striker (Asia);mame;;1997;Kaneko / Warashi;Shooter / Flying Vertical;2;90;joystick (8-way),joystick (8-way);imperfect;1;raster;skns;;2P sim;3;;;;
sengoku;Sengoku / Sengoku Denshou (NGM-017 ~ NGH-017);mame;;1991;SNK;Fighter / 2.5D;2;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;;2P sim;4;;;;
sengoku2;Sengoku 2 / Sengoku Denshou 2;mame;;1993;SNK;Fighter / 2.5D;2;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;;2P sim;4;;;;
sengoku3;Sengoku 3 / Sengoku Densho 2001 (set 1);mame;;2001;Noise Factory / SNK;Fighter / 2.5D;2;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;;2P sim;4;;;;
sbxc;Sengoku Basara X Cross;mame;;2008;Capcom / Arc System Works;Fighter / Versus;0;0;;preliminary;1;raster;sys246;;2P sim;;;;;
sengokmj;Sengoku Mahjong (Japan);mame;;1991;Sigma;Tabletop / Mahjong;1;0;mahjong,gambling;imperfect;1;raster;;;1P;23;;;;
sengomjk;Sengoku Mahjong Kurenai Otome-tai (Japan);mame;;1998;Nichibutsu/Just&Just;Tabletop / Mahjong * Mature *;2;0;mahjong,gambling,mahjong;preliminary;1;raster;nichidvd;;1P;26;;;;
nomnlnd;Sengoku no Jieitai;mame;;1980;Universal;Shooter / Field;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;;;2P alt;1;;;;
senjyo;Senjyo;mame;;1983;Tehkan;Shooter / 1st Person;2;90;joystick (8-way),joystick (8-way);good;1;raster;;;2P alt;1;;;;
senko;Senko no Ronde (Japan, Rev A) (GDL-0030A);mame;;2005;G.Rev;Shooter / Versus;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomigd;;2P sim;6;;;;
senkosp;Senko no Ronde Special (Export, Japan) (GDL-0038);mame;;2006;G.Rev;Shooter / Flying Horizontal;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomigd;;2P sim;6;;;;
senkyu;Senkyu (Japan, newer);mame;;1995;Seibu Kaihatsu;Puzzle / Drop;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;2P sim;3;;;;
rad_ssoc;Sensible Soccer plus [Cannon Fodder, Mega lo Mania] (Radica, Arcade Legends) (UK);mame;;2004;Radica / Sensible Software / Sega;Handheld / Plug n' Play TV Game / Soccer;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;Non-arcade;3;;;;
schess;Sensor Chess;mame;;1981;SciSys / Heuristic Software;Board Game / Chess Machine;1;;keypad;good;0;;;;Non-arcade;19;;;;
scpchess;Sensor Computachess (1985 version);mame;;1985;Newcrest Technology / CXG Systems / Intelligent Chess Software;Board Game / Chess Machine;1;;keypad;good;0;;;;Non-arcade;3;;;;
sbackgc;Sensory Backgammon Computer;mame;;1988;Saitek;Board Game / Backgammon Machine;1;0;keypad;good;1;svg;;;Non-arcade;17;;;;
fscc12;Sensory Chess Challenger "12 B" (model 6086);mame;;1986;Fidelity International;Board Game / Chess Machine;1;;keypad;good;0;;;;Non-arcade;8;;;;
fscc8;Sensory Chess Challenger "8";mame;;1980;Fidelity Electronics;Board Game / Chess Machine;1;;keypad;good;0;;;;Non-arcade;8;;;;
fscc9;Sensory Chess Challenger "9" (rev. D);mame;;1982;Fidelity Electronics;Board Game / Chess Machine;1;;keypad;good;0;;;;Non-arcade;8;;;;
sentetst;Sente Diagnostic Cartridge;mame;;1984;Bally/Sente;Utilities / Tester;1;0;joystick (8-way),trackball;good;1;raster;;;1P;1;;;;
seoul88;Seoul 88 Fever;mame;;1989;Mecca;Slot Machine / Video Slot;1;0;gambling;preliminary;1;raster;;;1P;3;;;;
secoinsa20;Serie 20;mame;;1981;Secoinsa;Computer / Business - Terminal;0;;;preliminary;0;;;;Non-arcade;;;;;
psion3;Series 3;mame;;1991;Psion;Handheld / Pocket Device - Pad - PDA;1;0;keyboard;imperfect;1;lcd;;;Non-arcade;66;;;;
psion3a;Series 3a;mame;;1993;Psion;Handheld / Pocket Device - Pad - PDA;1;0;keyboard;good;1;lcd;;;Non-arcade;66;;;;
psion3c;Series 3c;mame;;1996;Psion;Handheld / Pocket Device - Pad - PDA;1;0;keyboard;good;1;lcd;;;Non-arcade;67;;;;
psion3mx;Series 3mx;mame;;1998;Psion;Handheld / Pocket Device - Pad - PDA;1;0;keyboard;good;1;lcd;;;Non-arcade;67;;;;
sols5e;Series 5E Computer Workstation;mame;;198?;Solbourne Computer Inc;Computer / Workstation - Server;0;;;preliminary;0;;;;Non-arcade;;;;;
psion5mx;Series 5mx;mame;;1999;Psion;Computer / Laptop - Notebook - Portable;1;0;lightgun,keyboard;imperfect;1;lcd;;;Non-arcade;1;;;;
sesam;sesam;mame;;;;Slot Machine / Reels;;;;;;;;;;;;;;
jak_sesa;Sesame Street Beat (JAKKS Pacific TV Game) (Aug 23 2006 19:12:03, PAL/UK);mame;;2006;JAKKS Pacific Inc / HotGen Ltd;Handheld / Plug n' Play TV Game;1;0;only_buttons;imperfect;1;raster;;;Non-arcade;3;;;;
m5seven;Seven Deadly Spins (Barcrest) (MPU5);mame;;199?;Barcrest;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
pr_sevab;Seven's Above (Project) (PROCONN);mame;;199?;Project;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
pr_sevml;Sevens & Melons (Project) (PROCONN);mame;;199?;Project;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
sevilla;Sevilla (2 jackpot points, 81%);mame;;1982;Interflip;Electromechanical / Reels;1;;gambling;preliminary;0;;;;1P;1;;;;
sexappl;Sex Appeal (Version 6.02);mame;;1992;Grayhound Electronics;Quiz / Questions in English * Mature *;1;0;only_buttons;imperfect;1;raster;;;4P alt;5;;;;
sextriv;Sex Triv;mame;;1985;Status Games;Quiz / Questions in English * Mature *;1;0;only_buttons;good;1;raster;;;2P alt;4;;;;
sextriv1;Sexual Trivia (Version 1.02SB, set 1);mame;;1985;Kinky Kit and Game Co.;Quiz / Questions in English * Mature *;1;0;only_buttons;imperfect;1;raster;;;2P alt;6;;;;
sexyboom;Sexy Boom;mame;;1992;Sang Ho Soft;Puzzle / Reconstruction * Mature *;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;2P alt;;;;;
sexygal;Sexy Gal (Japan 850501 SXG 1-00);mame;;1985;Nichibutsu;Tabletop / Mahjong * Mature *;2;0;mahjong,gambling,mahjong;preliminary;1;raster;;;???;22;;;;
sgaltrop;Sexy Gal Tropical (Japan 850805 SXG T-02);mame;;1985;Nichibutsu;Tabletop / Mahjong * Mature *;2;0;mahjong,gambling,mahjong;preliminary;1;raster;;;1P;22;;;;
sexyparo;Sexy Parodius (ver JAA);mame;;1996;Konami;Shooter / Flying Horizontal * Mature *;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;konamigx;;2P sim;3;;;;
highsplt;SF-HiSplitter (set 1);mame;;1979;Nintendo;Shooter / Gallery;2;270;joystick (2-way),joystick (2-way);good;1;raster;;;2P alt;4;;;;
sfx;SF-X;mame;;1983;Nihon Game (Tokyo Nichibutsu license);Shooter / Flying;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P alt;2;;;;
sg1000;SG-1000;mame;;1983;Sega;Game Console / Home Videogame;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;Non-arcade;2;;;;
ti99_4p;SGCPU (aka TI-99/4P);mame;;1996;System-99 User Group;Computer / Home System;2;0;joystick (8-way),keyboard,joystick (8-way);good;1;raster;;;Non-arcade;1;;;;
shackled;Shackled (US);mame;;1986;Data East USA;Maze / Shooter Large;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;2;;;;
mt_shado;Shadow Dancer (Mega-Tech);mame;;1990;Sega;Platform / Fighter Scrolling;2;0;joystick (8-way),joystick (8-way);preliminary;2;raster;megatech;;???;3;;;;
shdancer;Shadow Dancer (World);mame;;1989;Sega;Platform / Fighter Scrolling;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P alt;3;;;;
shadfgtr;Shadow Fighters;mame;;1993;Dutech Inc.;Fighter / Versus;2;0;joystick (4-way),joystick (4-way);preliminary;1;raster;;;???;4;;;;
shadfrce;Shadow Force (World, Version 3);mame;;1993;Technos Japan;Fighter / 2.5D;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;3;;;;
shadoww;Shadow Warriors (World, set 1);mame;;1988;Tecmo;Fighter / 2.5D;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;3;;;;
shadowld;Shadowland (YD3);mame;;1987;Namco;Platform / Shooter Scrolling;2;180;joystick (8-way),joystick (8-way);good;1;raster;;;2P alt;3;;;;
shaktam;Shakatto Tambourine (Rev B) (GDS-0002B);mame;;2000;Sega;Music Game / Instruments;2;0;joystick (analog),joystick (analog);preliminary;1;raster;naomigd;;???;6;;;;
shaktamb;Shakatto Tambourine Cho Powerup Chu (2K1 AUT) (GDS-0016);mame;;2001;Sega;Music Game / Instruments;2;0;joystick (analog),joystick (analog);preliminary;1;raster;naomigd;;2P sim;6;;;;
shaktmsp;Shakatto Tambourine Motto Norinori Shinkyoku Tsuika (2K1 SPR) (GDS-0013);mame;;2001;Sega;Music Game / Instruments;2;0;joystick (analog),joystick (analog);preliminary;1;raster;naomigd;;2P sim;6;;;;
sc4srrmz;Shake Rattle Roll (Mazooma) (Scorpion 4) (Top Box);mame;;200?;Mazooma;Electromechanical / Reels;1;;mahjong,hanafuda;preliminary;0;;;;???;30;;;;
shamnmg;Shaman's Magic (10225911, NSW/ACT);mame;;2006;Aristocrat;Slot Machine / Video Slot;0;0;;preliminary;1;raster;aristmk6;;???;;;;;
shambros;Shamisen Brothers Vol 1 (V1.01K);mame;;2003;Kato's;Musical Instrument / Synthesizer;2;0;joystick (vertical2-way),only_buttons;imperfect;1;raster;;;2P sim;6;;;;
epo_epps;Shamoji de Ping Pong (Japan);mame;;2001;Epoch / Mizkan / SSD Company LTD;Handheld / Plug n' Play TV Game / Ping Pong;1;0;joystick (8-way);preliminary;1;raster;;;Non-arcade;2;;;;
pgm3in1;Shan Liang San He Yi (Flash 3-in-1) (V102 08/23/04 13:03:26);mame;;2004;IGS;Puzzle / Misc. * Mature *;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;pgm;;2P sim;4;;;;
sc1shan;Shanghai (Dutch) (Bellfruit) (Scorpion 1);mame;;198?;BFM/ELAM;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;15;;;;
shanghai;Shanghai (World);mame;;1988;Sunsoft;Tabletop / Shanghai;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;2P alt;3;;;;
shanhigw;Shanghai - The Great Wall / Shanghai Triple Threat (JUE 950623 V1.005);mame;;1995;Sunsoft / Activision;Tabletop / Shanghai;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;stvbios;;2P sim;4;;;;
shangha2;Shanghai II (Japan, set 1);mame;;1989;Sunsoft;Tabletop / Shanghai;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P alt;3;;;;
shangha3;Shanghai III (World);mame;;1993;Sunsoft;Tabletop / Shanghai;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;2;;;;
shangkid;Shanghai Kid;mame;;1985;Taiyo System (Data East license);Fighter / Versus;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P alt;2;;;;
shngmtkb;Shanghai Matekibuyuu (Japan);mame;;1998;Sunsoft / Activision;Tabletop / Shanghai;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;coh1002m;;2P sim;3;;;;
shaqattq;Shaq Attaq (rev.5);mame;;1995;Gottlieb;Electromechanical / Pinball;1;0;keypad;preliminary;1;lcd;;;Pinball;93;;;;
shark;Shark;mame;;1980;Hankin;Electromechanical / Pinball;1;;keypad;preliminary;0;;;;Pinball;39;;;;
